DBLP:journals/tois/LukasikBCZLP19
DBLP:conf/cicling/ZhangCC13
DBLP:conf/emnlp/Preotiuc-PietroC13
DBLP:conf/ht/RoutBPC13
DBLP:conf/icassp/NgHC13
DBLP:conf/websci/Preotiuc-PietroC13
DBLP:conf/wmt/BeckSCS13
DBLP:conf/emnlp/FengLLC12
DBLP:conf/naacl/NicholsonCB12
DBLP:conf/sepln/AkerCG12
DBLP:conf/acl/BlunsomC11
DBLP:conf/wmt/SongC11
DBLP:journals/jmlr/CohnBG10
DBLP:conf/acl/CohnB10
DBLP:conf/emnlp/AkerCG10
DBLP:conf/emnlp/BlunsomC10
DBLP:conf/naacl/BlunsomC10
DBLP:journals/jair/CohnL09
DBLP:conf/acl/BlunsomCGJ09
DBLP:conf/acl/BlunsomCDO09
DBLP:conf/eacl/SchroederCK09
DBLP:conf/emnlp/CohnB09
DBLP:conf/naacl/CohnGB09
DBLP:journals/coling/CohnCL08
DBLP:conf/acl/BlunsomCO08
DBLP:conf/coling/Callison-BurchCL08
DBLP:conf/coling/CohnL08	https://people.eng.unimelb.edu.au/tcohn/t3.html
DBLP:conf/nips/BlunsomCO08
DBLP:conf/acl/CohnL07
DBLP:conf/emnlp/CohnL07
DBLP:conf/acl/BlunsomC06
DBLP:conf/ecml/Cohn06
DBLP:conf/acl/CohnSO05
DBLP:conf/acl/SmithCO05
DBLP:conf/conll/CohnB05
DBLP:conf/acl-alta/Cohn03
